,False Positive Rate,True Positive Rate
0,0.0,0.0
1,0.0,0.009900990099009901
2,0.0,0.36633663366336633
3,0.008620689655172414,0.36633663366336633
4,0.008620689655172414,0.46534653465346537
5,0.017241379310344827,0.46534653465346537
6,0.017241379310344827,0.4752475247524752
7,0.02586206896551724,0.4752475247524752
8,0.02586206896551724,0.49504950495049505
9,0.034482758620689655,0.49504950495049505
10,0.034482758620689655,0.5643564356435643
11,0.04310344827586207,0.5643564356435643
12,0.04310344827586207,0.5742574257425742
13,0.05172413793103448,0.5742574257425742
14,0.05172413793103448,0.5841584158415841
15,0.0603448275862069,0.5841584158415841
16,0.0603448275862069,0.6138613861386139
17,0.07758620689655173,0.6138613861386139
18,0.07758620689655173,0.6633663366336634
19,0.10344827586206896,0.6633663366336634
20,0.10344827586206896,0.693069306930693
21,0.1206896551724138,0.693069306930693
22,0.1206896551724138,0.7128712871287128
23,0.12931034482758622,0.7128712871287128
24,0.12931034482758622,0.7524752475247525
25,0.14655172413793102,0.7524752475247525
26,0.14655172413793102,0.7722772277227723
27,0.15517241379310345,0.7722772277227723
28,0.15517241379310345,0.7821782178217822
29,0.1724137931034483,0.7821782178217822
30,0.1724137931034483,0.7920792079207921
31,0.1810344827586207,0.7920792079207921
32,0.1810344827586207,0.8217821782178217
33,0.1896551724137931,0.8217821782178217
34,0.1896551724137931,0.8415841584158416
35,0.19827586206896552,0.8415841584158416
36,0.19827586206896552,0.8514851485148515
37,0.20689655172413793,0.8514851485148515
38,0.20689655172413793,0.8811881188118812
39,0.25,0.8811881188118812
40,0.25,0.900990099009901
41,0.2672413793103448,0.900990099009901
42,0.2672413793103448,0.9108910891089109
43,0.28448275862068967,0.9108910891089109
44,0.28448275862068967,0.9207920792079208
45,0.31896551724137934,0.9207920792079208
46,0.31896551724137934,0.9306930693069307
47,0.46551724137931033,0.9306930693069307
48,0.46551724137931033,0.9405940594059405
49,0.5431034482758621,0.9405940594059405
50,0.5431034482758621,0.9504950495049505
51,0.6982758620689655,0.9504950495049505
52,0.6982758620689655,0.9603960396039604
53,0.7672413793103449,0.9603960396039604
54,0.7672413793103449,0.9702970297029703
55,0.8017241379310345,0.9702970297029703
56,0.8017241379310345,0.9801980198019802
57,0.8275862068965517,0.9801980198019802
58,0.8275862068965517,0.9900990099009901
59,0.8362068965517241,0.9900990099009901
60,0.8362068965517241,1.0
61,1.0,1.0
