,False Positive Rate,True Positive Rate
0,0.0,0.0
1,0.0,0.1111111111111111
2,0.0,0.2222222222222222
3,0.09090909090909091,0.2222222222222222
4,0.09090909090909091,0.3333333333333333
5,0.18181818181818182,0.3333333333333333
6,0.18181818181818182,0.4444444444444444
7,0.2727272727272727,0.4444444444444444
8,0.2727272727272727,0.7777777777777778
9,0.5454545454545454,0.7777777777777778
10,0.5454545454545454,0.8888888888888888
11,0.6363636363636364,0.8888888888888888
12,0.6363636363636364,1.0
13,1.0,1.0
