,False Positive Rate,True Positive Rate
0,0.0,0.0
1,0.0,0.009900990099009901
2,0.0,0.1188118811881188
3,0.008620689655172414,0.1188118811881188
4,0.008620689655172414,0.1485148514851485
5,0.02586206896551724,0.1485148514851485
6,0.02586206896551724,0.2376237623762376
7,0.04310344827586207,0.2376237623762376
8,0.04310344827586207,0.25742574257425743
9,0.05172413793103448,0.25742574257425743
10,0.05172413793103448,0.26732673267326734
11,0.0603448275862069,0.26732673267326734
12,0.0603448275862069,0.27722772277227725
13,0.07758620689655173,0.27722772277227725
14,0.07758620689655173,0.297029702970297
15,0.11206896551724138,0.297029702970297
16,0.11206896551724138,0.31683168316831684
17,0.1206896551724138,0.31683168316831684
18,0.1206896551724138,0.3564356435643564
19,0.12931034482758622,0.3564356435643564
20,0.12931034482758622,0.36633663366336633
21,0.13793103448275862,0.36633663366336633
22,0.13793103448275862,0.4158415841584158
23,0.14655172413793102,0.4158415841584158
24,0.14655172413793102,0.44554455445544555
25,0.15517241379310345,0.44554455445544555
26,0.15517241379310345,0.48514851485148514
27,0.16379310344827586,0.48514851485148514
28,0.16379310344827586,0.504950495049505
29,0.1724137931034483,0.504950495049505
30,0.1724137931034483,0.5148514851485149
31,0.1810344827586207,0.5148514851485149
32,0.1810344827586207,0.5247524752475248
33,0.1896551724137931,0.5247524752475248
34,0.1896551724137931,0.5346534653465347
35,0.19827586206896552,0.5346534653465347
36,0.19827586206896552,0.5544554455445545
37,0.21551724137931033,0.5544554455445545
38,0.21551724137931033,0.5742574257425742
39,0.22413793103448276,0.5742574257425742
40,0.22413793103448276,0.5841584158415841
41,0.23275862068965517,0.5841584158415841
42,0.23275862068965517,0.594059405940594
43,0.25,0.594059405940594
44,0.25,0.6138613861386139
45,0.25862068965517243,0.6138613861386139
46,0.25862068965517243,0.6435643564356436
47,0.28448275862068967,0.6435643564356436
48,0.28448275862068967,0.6534653465346535
49,0.31896551724137934,0.6534653465346535
50,0.31896551724137934,0.6732673267326733
51,0.3275862068965517,0.6732673267326733
52,0.3275862068965517,0.6831683168316832
53,0.35344827586206895,0.6831683168316832
54,0.35344827586206895,0.7029702970297029
55,0.3620689655172414,0.7029702970297029
56,0.3620689655172414,0.7326732673267327
57,0.3793103448275862,0.7326732673267327
58,0.3793103448275862,0.7524752475247525
59,0.3879310344827586,0.7524752475247525
60,0.3879310344827586,0.7623762376237624
61,0.41379310344827586,0.7623762376237624
62,0.41379310344827586,0.7722772277227723
63,0.4224137931034483,0.7722772277227723
64,0.4224137931034483,0.7821782178217822
65,0.43103448275862066,0.7821782178217822
66,0.43103448275862066,0.7920792079207921
67,0.49137931034482757,0.7920792079207921
68,0.49137931034482757,0.801980198019802
69,0.5172413793103449,0.801980198019802
70,0.5172413793103449,0.8118811881188119
71,0.5258620689655172,0.8118811881188119
72,0.5258620689655172,0.8217821782178217
73,0.5517241379310345,0.8217821782178217
74,0.5517241379310345,0.8415841584158416
75,0.5603448275862069,0.8415841584158416
76,0.5603448275862069,0.8514851485148515
77,0.5775862068965517,0.8514851485148515
78,0.5775862068965517,0.8613861386138614
79,0.5862068965517241,0.8613861386138614
80,0.5862068965517241,0.8811881188118812
81,0.5948275862068966,0.8811881188118812
82,0.5948275862068966,0.8910891089108911
83,0.6120689655172413,0.8910891089108911
84,0.6120689655172413,0.9108910891089109
85,0.6206896551724138,0.9108910891089109
86,0.6206896551724138,0.9207920792079208
87,0.6293103448275862,0.9207920792079208
88,0.6293103448275862,0.9306930693069307
89,0.6551724137931034,0.9306930693069307
90,0.6551724137931034,0.9405940594059405
91,0.75,0.9405940594059405
92,0.75,0.9504950495049505
93,0.7672413793103449,0.9504950495049505
94,0.7672413793103449,0.9603960396039604
95,0.8448275862068966,0.9603960396039604
96,0.8448275862068966,0.9702970297029703
97,0.8879310344827587,0.9702970297029703
98,0.8879310344827587,1.0
99,1.0,1.0
